"Time [ms]","Current(PhaseA) [A]","Current(PhaseB) [A]","Current(PhaseC) [A]"
21.3,2.7744101157825,-3.24549861896377,0.471088503181271
21.32,2.88295676404773,-3.17008069362222,0.287123929574493
21.34,2.98903245231832,-3.09244609047477,0.103413638156446
21.36,3.05329249587044,-3.053185980659,-0.000106515211442776
21.38,3.06345609617578,-3.06336704536065,-8.90508151343647E-05
21.4,3.07036126407773,-3.07027904018239,-8.22238953407017E-05
21.42,3.07396667838893,-3.0738850767626,-8.16016263387715E-05
21.44,3.07650653961124,-3.07641707512113,-8.94644901037988E-05
21.46,3.08178019051152,-3.08168090485414,-9.92856573817968E-05
21.48,3.08896425070707,-3.08886789742151,-9.63532855558292E-05
21.5,3.097339351027,-3.09725101681552,-8.83342114810237E-05
21.52,3.10525390089667,-3.10517451066722,-7.93902294592803E-05
21.54,3.11152799236192,-3.111444698151,-8.32942109232598E-05
21.56,3.11886114160243,-3.1187665106102,-9.46309922276821E-05
21.58,3.12684370573382,-3.1267578488998,-8.58568340263969E-05
21.6,3.13279267302308,-3.13271314765728,-7.95253658080785E-05
21.62,3.13581933123352,-3.13574295493543,-7.63762980950984E-05
21.64,3.13728929807037,-3.1372058790644,-8.34190059744758E-05
21.66,3.1413717283597,-3.14127655535944,-9.51730002688076E-05
21.68,3.14698329651598,-3.1468904435982,-9.28529177869973E-05
21.7,3.15445805933806,-3.15437095042946,-8.71089086008913E-05
21.72,3.16221740199312,-3.16214001985428,-7.73821388353372E-05
21.74,3.1685922897681,-3.1685136393714,-7.86503967022261E-05
21.76,3.17628057516359,-3.17619056750252,-9.00076610731346E-05
21.78,3.18496862100875,-3.18488810154099,-8.05194677554434E-05
21.8,3.19068982884368,-3.19061316652452,-7.6662319161881E-05
21.82,3.19260487557771,-3.19253036844068,-7.45071370309121E-05
21.84,3.19356447935626,-3.19348573141112,-7.87479451409575E-05
21.86,3.19856991721352,-3.19847841202747,-9.15051860530837E-05
21.88,3.20587915451089,-3.20579280730285,-8.63472080428768E-05
21.9,3.2145793866983,-3.21449968286398,-7.97038343177451E-05
21.92,3.22301386472897,-3.22294222291251,-7.16418164683295E-05
21.94,3.23024149042744,-3.23017010573955,-7.13846878958397E-05
21.96,3.23843492690754,-3.23835145748163,-8.34694259081852E-05
21.98,3.24854294611836,-3.24846878637933,-7.41597390391218E-05
22,3.25894286008638,-3.25887719142111,-6.56686652722228E-05
22.02,3.26612766386976,-3.2660668589645,-6.08049052564535E-05
22.04,3.27094461674175,-3.27087990566259,-6.47110791547268E-05
